video_type,file_name,cur_frame,prev_frame,cur_ts,prev_ts,scene_change,dhash8_dif,dhash16_dif,dhash32_dif,ahash8_dif,ahash16_dif,ahash32_dif,phash8_dif,phash16_dif,phash32_dif,whash8_dif,whash16_dif,whash32_dif,colorhash3_dif,colorhash8_dif,color_shot
micro_2black,micro_2black_Holiday — The Surprise - YouTube.mp4__511,99,98,00:00:04:03,00:00:04:02,True,28,97,351,25,100,371,32,128,496,21,95,376,4,16,False
micro_2black,micro_2black_Holiday — The Surprise - YouTube.mp4__511,120,119,00:00:05:00,00:00:04:23,True,22,87,335,30,110,436,32,128,518,36,140,528,3,18,False
micro_2black,micro_2black_Holiday — The Surprise - YouTube.mp4__511,122,121,00:00:05:02,00:00:05:01,True,27,89,338,31,111,433,32,128,518,36,144,530,3,18,False
micro_2black,micro_2black_Holiday — The Surprise - YouTube.mp4__511,144,143,00:00:06:00,00:00:05:23,True,26,90,331,30,115,416,32,128,512,32,128,512,3,19,False
micro_2black,micro_2black_Holiday — The Surprise - YouTube.mp4__511,146,145,00:00:06:02,00:00:06:01,True,23,89,340,31,113,415,32,128,512,32,128,512,3,16,False
micro_2black,micro_2black_Hong Kong’s huge protests.webm__511,50,49,00:00:02:02,00:00:02:01,True,41,146,512,25,97,366,32,128,512,32,128,512,6,33,False
micro_2black,micro_2black_Hong Kong’s huge protests.webm__511,52,51,00:00:02:04,00:00:02:03,True,41,144,521,25,90,363,32,128,512,32,128,512,6,31,False
micro_2black,micro_2black_Hong Kong’s huge protests.webm__511,67,66,00:00:02:19,00:00:02:18,True,43,145,502,27,96,365,32,128,512,32,128,512,6,30,False
micro_2black,micro_2black_Hong Kong’s huge protests.webm__511,69,68,00:00:02:21,00:00:02:20,True,44,145,509,27,94,352,32,128,512,32,128,512,6,36,False
micro_2black,micro_2black_Hong Kong’s huge protests.webm__511,106,105,00:00:04:10,00:00:04:09,True,26,106,428,22,77,283,32,128,512,32,128,512,8,19,False
micro_2black,micro_2black_Hong Kong’s huge protests.webm__511,108,107,00:00:04:12,00:00:04:11,True,28,122,473,23,76,287,32,128,512,32,128,512,7,20,False
micro_2black,micro_2black_Kelsey Lu - Shades of Blue (Official Video) - YouTube.webm__7011,69,68,00:00:02:21,00:00:02:20,True,26,109,376,37,139,591,32,128,512,32,128,512,8,22,False
micro_2black,micro_2black_Kelsey Lu - Shades of Blue (Official Video) - YouTube.webm__7011,71,70,00:00:02:23,00:00:02:22,True,26,108,376,37,139,592,32,128,512,32,128,512,8,23,False
micro_2black,micro_2black_PUMA TURIN - MADE BY BTS - YouTube.webm__10,37,36,00:00:01:07,00:00:01:06,True,26,106,407,31,104,384,32,128,512,32,128,512,3,18,False
micro_2black,micro_2black_PUMA TURIN - MADE BY BTS - YouTube.webm__10,39,38,00:00:01:09,00:00:01:08,True,28,111,397,31,103,392,32,128,512,32,128,512,3,17,False
micro_2black,micro_2black_PUMA TURIN - MADE BY BTS - YouTube.webm__10,72,71,00:00:02:12,00:00:02:11,True,31,101,378,27,97,361,32,128,500,28,108,453,3,17,False
micro_2black,micro_2black_PUMA TURIN - MADE BY BTS - YouTube.webm__10,74,73,00:00:02:14,00:00:02:13,True,31,102,377,27,97,359,32,128,502,28,110,454,3,19,False
micro_2black,micro_2black_Sevana - Bit Too Shy - YouTube.webm__2511,38,37,00:00:01:14,00:00:01:13,True,29,101,320,31,141,536,32,128,520,38,150,600,7,27,False
micro_2black,micro_2black_Sevana - Bit Too Shy - YouTube.webm__2511,40,39,00:00:01:16,00:00:01:15,True,27,92,315,31,140,536,32,128,540,38,152,606,7,28,False
micro_2black,micro_2black_Sevana - Bit Too Shy - YouTube.webm__2511,68,67,00:00:02:20,00:00:02:19,True,23,93,323,31,137,514,32,128,512,32,128,512,7,26,False
micro_2black,micro_2black_Sevana - Bit Too Shy - YouTube.webm__2511,70,69,00:00:02:22,00:00:02:21,True,24,94,320,31,138,517,32,128,512,32,128,512,7,28,False
micro_2black,micro_2black_Sevana - Bit Too Shy - YouTube.webm__2511,71,70,00:00:02:23,00:00:02:22,True,32,113,413,19,70,303,30,116,482,22,80,312,4,13,False
micro_2black,micro_2black_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__21011,60,59,00:00:02:12,00:00:02:11,True,37,133,484,28,106,409,32,128,522,28,124,487,4,13,False
micro_2black,micro_2black_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__21011,62,61,00:00:02:14,00:00:02:13,True,41,141,511,29,110,417,32,128,524,26,114,461,4,14,False
micro_2black,micro_2black_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__21011,85,84,00:00:03:13,00:00:03:12,True,27,112,403,30,120,440,32,122,498,20,91,338,5,18,False
micro_2black,micro_2black_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__21011,87,86,00:00:03:15,00:00:03:14,True,25,109,410,32,120,458,32,128,512,32,128,512,5,16,False
micro_2black,micro_2black_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__21011,111,110,00:00:04:15,00:00:04:14,True,29,105,405,36,130,494,32,128,512,32,128,512,5,17,False
micro_2black,micro_2black_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__511,22,21,00:00:00:22,00:00:00:21,True,27,95,318,27,103,398,32,128,486,10,73,217,5,14,False
micro_2black,micro_2black_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__511,49,48,00:00:02:01,00:00:02:00,True,30,109,365,29,106,415,32,136,518,17,77,332,4,13,False
micro_2black,micro_2black_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__511,51,50,00:00:02:03,00:00:02:02,True,31,102,363,27,106,415,32,128,512,32,128,512,4,13,False
micro_2black,micro_2black_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__511,77,76,00:00:03:05,00:00:03:04,True,26,96,347,30,111,432,32,110,504,14,71,322,4,14,False
micro_2black,micro_2black_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__511,79,78,00:00:03:07,00:00:03:06,True,25,101,351,30,110,446,32,106,468,14,65,320,4,16,False
micro_2black,micro_2black_The North Face.webm__17511,27,26,00:00:01:03,00:00:01:02,True,29,116,456,25,96,409,32,128,512,32,128,512,6,31,False
micro_2black,micro_2black_The North Face.webm__17511,29,28,00:00:01:05,00:00:01:04,True,30,115,466,24,96,403,32,128,512,32,128,512,6,31,False
micro_2black,micro_2black_The North Face.webm__17511,48,47,00:00:02:00,00:00:01:23,True,32,122,508,31,121,471,32,128,512,32,128,512,6,33,False
micro_2black,micro_2black_The North Face.webm__24011,38,37,00:00:01:14,00:00:01:13,True,27,126,491,40,167,652,32,128,512,32,128,512,7,31,False
micro_2black,micro_2black_The North Face.webm__24011,40,39,00:00:01:16,00:00:01:15,True,33,128,524,29,123,506,32,128,512,32,128,512,9,34,False
micro_2black,micro_2black_The North Face.webm__24011,71,70,00:00:02:23,00:00:02:22,True,32,154,593,27,117,461,32,128,512,32,128,512,8,29,False
micro_2black,micro_2black_The North Face.webm__24011,104,103,00:00:04:08,00:00:04:07,True,33,137,532,31,124,488,32,128,512,32,128,512,9,34,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__11011,27,26,00:00:01:02,00:00:01:01,True,30,117,447,28,113,461,32,128,512,32,128,512,8,36,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__11011,29,28,00:00:01:04,00:00:01:03,True,30,122,476,24,99,384,32,128,512,32,128,512,6,35,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__11011,54,53,00:00:02:04,00:00:02:03,True,25,115,440,27,112,458,32,128,512,32,128,512,6,32,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__20511,43,42,00:00:01:18,00:00:01:17,True,25,108,401,27,117,476,32,128,512,32,128,512,7,18,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__20511,45,44,00:00:01:20,00:00:01:19,True,25,107,400,28,116,477,32,128,512,32,128,512,7,17,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__20511,104,103,00:00:04:04,00:00:04:03,True,26,105,443,26,112,452,32,128,512,32,128,512,7,16,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__20511,118,117,00:00:04:18,00:00:04:17,True,23,101,424,25,118,470,32,128,512,32,128,512,6,18,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__20511,140,139,00:00:05:15,00:00:05:14,True,29,101,416,31,115,490,32,128,512,32,128,512,7,21,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__20511,142,141,00:00:05:17,00:00:05:16,True,27,96,412,31,120,496,32,128,512,32,128,512,7,18,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__2511,42,41,00:00:01:17,00:00:01:16,True,35,125,475,25,86,337,32,128,512,32,128,512,4,22,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__2511,44,43,00:00:01:19,00:00:01:18,True,35,126,468,26,90,343,32,128,512,32,128,512,4,22,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__2511,82,81,00:00:03:07,00:00:03:06,True,32,112,449,26,90,359,32,128,512,32,128,512,2,24,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__2511,84,83,00:00:03:09,00:00:03:08,True,32,106,436,23,90,348,32,128,512,32,128,512,2,22,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__4011,39,38,00:00:01:14,00:00:01:13,True,29,108,396,22,81,297,32,128,512,32,128,511,4,19,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__4011,151,150,00:00:06:01,00:00:06:00,True,45,157,610,29,125,474,32,128,512,32,128,512,7,39,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__4011,179,178,00:00:07:04,00:00:07:03,True,44,158,589,29,123,469,32,128,512,32,128,512,7,37,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__4011,216,215,00:00:08:16,00:00:08:15,True,46,167,606,32,130,521,32,128,512,32,128,512,6,36,False
micro_2black,micro_2black_The.End.of.the.Fucking.World.S01E01.1080p.WEBRip.6CH.x265.HEVC-PSA.mkv__4011,218,217,00:00:08:18,00:00:08:17,True,48,172,600,34,134,538,32,128,512,32,128,512,6,38,False
micro_2identical,micro_2identical_Adidas – Break Free.webm__10,40,39,00:00:01:15,00:00:01:14,True,33,127,526,31,123,480,32,132,534,30,124,484,3,20,False
micro_2identical,micro_2identical_Adidas – Break Free.webm__10,42,41,00:00:01:17,00:00:01:16,True,34,125,530,31,123,481,32,132,532,30,124,486,3,19,False
micro_2identical,micro_2identical_Adidas – Break Free.webm__10,92,91,00:00:03:17,00:00:03:16,True,28,103,473,39,134,546,30,146,540,38,134,542,1,9,False
micro_2identical,micro_2identical_Adidas – Break Free.webm__10,119,118,00:00:04:19,00:00:04:18,True,27,122,483,28,118,434,32,122,484,24,116,450,3,18,False
micro_2identical,micro_2identical_Adidas – Break Free.webm__10,121,120,00:00:04:21,00:00:04:20,True,27,121,477,28,117,437,32,118,494,24,116,446,3,17,False
micro_2identical,micro_2identical_Adidas – Break Free.webm__10,158,157,00:00:06:08,00:00:06:07,True,27,111,464,32,138,521,34,140,526,32,138,498,6,22,False
micro_2identical,micro_2identical_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__22011,48,47,00:00:01:23,00:00:01:22,True,30,110,387,22,79,368,24,108,468,24,76,320,7,26,False
micro_2identical,micro_2identical_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__22011,50,49,00:00:02:00,00:00:01:24,True,26,96,402,26,114,454,32,134,518,18,82,316,9,33,False
micro_2identical,micro_2identical_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__22011,157,156,00:00:06:07,00:00:06:06,True,30,111,375,25,98,392,32,130,530,18,81,381,3,22,False
micro_2identical,micro_2identical_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__22011,159,158,00:00:06:09,00:00:06:08,True,29,112,374,25,98,392,32,132,522,18,79,376,3,23,False
micro_2identical,micro_2identical_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__22011,161,160,00:00:06:11,00:00:06:10,True,35,119,398,22,97,403,30,134,526,22,84,342,0,15,False
micro_2identical,micro_2identical_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__6011,67,66,00:00:02:17,00:00:02:16,True,28,98,378,22,88,319,28,122,502,20,82,334,3,18,False
micro_2identical,micro_2identical_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__6011,69,68,00:00:02:19,00:00:02:18,True,25,103,402,21,87,351,26,126,490,20,84,346,4,14,False
micro_2identical,micro_2identical_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__8511,23,22,00:00:00:23,00:00:00:22,True,29,120,420,27,113,426,24,110,472,24,76,322,7,17,False
micro_2identical,micro_2identical_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__8511,25,24,00:00:01:00,00:00:00:24,True,30,118,408,28,114,431,22,114,480,24,78,326,7,20,False
micro_2identical,micro_2identical_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__8511,118,117,00:00:04:18,00:00:04:17,True,32,116,416,23,102,384,28,126,512,22,82,322,7,26,False
micro_2identical,micro_2identical_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__8511,120,119,00:00:04:20,00:00:04:19,True,31,116,399,24,102,383,28,126,510,22,80,318,7,25,False
micro_2identical,micro_2identical_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__8511,158,157,00:00:06:08,00:00:06:07,True,23,99,370,20,74,310,26,118,506,20,70,304,2,14,False
micro_2identical,micro_2identical_An Unfinished Symphony Nobel Peace Prize Shorts - YouTube.webm__8511,160,159,00:00:06:10,00:00:06:09,True,26,100,375,19,76,318,26,114,510,20,70,298,2,11,False
micro_2identical,micro_2identical_Cliff Booth punched a Hippie at Spahn Ranch Scene 1080p - On.mp4__3511,40,39,00:00:01:10,00:00:01:09,True,29,133,510,36,147,597,30,138,536,38,158,636,4,9,False
micro_2identical,micro_2identical_Cliff Booth punched a Hippie at Spahn Ranch Scene 1080p - On.mp4__3511,42,41,00:00:01:12,00:00:01:11,True,26,135,523,36,144,598,30,132,504,38,158,628,4,9,False
micro_2identical,micro_2identical_Cliff Booth punched a Hippie at Spahn Ranch Scene 1080p - On.mp4__3511,64,63,00:00:02:04,00:00:02:03,True,32,119,504,41,150,586,36,134,510,44,148,582,4,13,False
micro_2identical,micro_2identical_Cliff Booth punched a Hippie at Spahn Ranch Scene 1080p - On.mp4__3511,104,103,00:00:03:14,00:00:03:13,True,32,122,480,35,139,541,32,124,492,32,140,556,3,11,False
micro_2identical,micro_2identical_Cliff Booth punched a Hippie at Spahn Ranch Scene 1080p - On.mp4__3511,106,105,00:00:03:16,00:00:03:15,True,33,123,481,36,141,547,30,126,506,32,140,556,3,11,False
micro_2identical,micro_2identical_Cliff Booth punched a Hippie at Spahn Ranch Scene 1080p - On.mp4__511,29,28,00:00:00:29,00:00:00:28,True,35,135,546,21,86,394,32,120,502,22,88,402,0,6,False
micro_2identical,micro_2identical_Cliff Booth punched a Hippie at Spahn Ranch Scene 1080p - On.mp4__511,31,30,00:00:01:01,00:00:01:00,True,36,134,535,21,90,394,30,112,500,22,86,395,0,7,False
micro_2identical,micro_2identical_Cliff Booth punched a Hippie at Spahn Ranch Scene 1080p - On.mp4__511,66,65,00:00:02:06,00:00:02:05,True,22,124,529,40,151,562,34,132,516,40,150,558,3,10,False
micro_2identical,micro_2identical_Cliff Booth punched a Hippie at Spahn Ranch Scene 1080p - On.mp4__511,68,67,00:00:02:08,00:00:02:07,True,22,121,517,39,145,559,34,132,520,38,144,562,2,7,False
micro_2identical,micro_2identical_Cliff Booth punched a Hippie at Spahn Ranch Scene 1080p - On.mp4__511,86,85,00:00:02:26,00:00:02:25,True,23,127,492,19,87,361,24,122,494,18,88,370,2,13,False
micro_2identical,micro_2identical_Cliff Booth punched a Hippie at Spahn Ranch Scene 1080p - On.mp4__511,88,87,00:00:02:28,00:00:02:27,True,22,118,498,19,87,358,22,124,508,18,88,366,2,13,False
micro_2identical,micro_2identical_Groningen city - Netherlands.webm__12011,68,67,00:00:02:18,00:00:02:17,True,25,131,527,36,140,550,38,118,514,32,134,510,5,29,False
micro_2identical,micro_2identical_Groningen city - Netherlands.webm__12011,78,77,00:00:03:03,00:00:03:02,True,42,139,509,33,140,535,32,128,490,30,132,506,8,26,False
micro_2identical,micro_2identical_Groningen city - Netherlands.webm__12011,80,79,00:00:03:05,00:00:03:04,True,42,138,524,33,140,538,34,126,486,30,132,510,8,27,False
micro_2identical,micro_2identical_Groningen city - Netherlands.webm__12011,111,110,00:00:04:11,00:00:04:10,True,34,131,502,28,118,474,34,136,514,28,120,496,10,36,False
micro_2identical,micro_2identical_Groningen city - Netherlands.webm__12511,51,50,00:00:02:01,00:00:02:00,True,28,127,502,26,110,472,36,128,508,28,114,478,3,12,False
micro_2identical,micro_2identical_Groningen city - Netherlands.webm__12511,53,52,00:00:02:03,00:00:02:02,True,29,131,494,26,108,471,36,126,512,26,114,486,1,10,False
micro_2identical,micro_2identical_Groningen city - Netherlands.webm__12511,80,79,00:00:03:05,00:00:03:04,True,27,130,522,28,114,503,32,124,526,30,116,480,6,24,False
micro_2identical,micro_2identical_Groningen city - Netherlands.webm__12511,82,81,00:00:03:07,00:00:03:06,True,27,126,530,28,117,500,32,128,524,30,116,488,6,25,False
micro_2identical,micro_2identical_Groningen city - Netherlands.webm__9511,37,36,00:00:01:12,00:00:01:11,True,34,111,458,43,150,587,32,106,486,38,136,568,6,19,False
micro_2identical,micro_2identical_Groningen city - Netherlands.webm__9511,39,38,00:00:01:14,00:00:01:13,True,37,108,480,43,150,585,34,114,490,38,140,560,5,19,False
micro_2identical,micro_2identical_Groningen city - Netherlands.webm__9511,75,74,00:00:03:00,00:00:02:24,True,33,133,521,34,125,495,30,134,540,38,130,540,2,10,False
micro_2identical,micro_2identical_Groningen city - Netherlands.webm__9511,77,76,00:00:03:02,00:00:03:01,True,34,135,538,35,127,509,30,134,526,36,134,534,2,10,False
micro_2identical,micro_2identical_Hong Kong’s huge protests.webm__9011,22,21,00:00:00:22,00:00:00:21,True,29,128,519,25,120,484,38,136,516,28,124,480,9,37,False
micro_2identical,micro_2identical_Hong Kong’s huge protests.webm__9011,24,23,00:00:01:00,00:00:00:23,True,29,129,509,24,122,484,36,132,514,26,124,470,9,34,False
micro_2identical,micro_2identical_Hong Kong’s huge protests.webm__9011,26,25,00:00:01:02,00:00:01:01,True,30,126,495,31,124,492,30,120,510,32,132,502,0,12,False
micro_2identical,micro_2identical_Hong Kong’s huge protests.webm__9011,64,63,00:00:02:16,00:00:02:15,True,39,132,510,33,131,530,26,128,500,32,122,460,10,31,False
micro_2identical,micro_2identical_Hong Kong’s huge protests.webm__9011,66,65,00:00:02:18,00:00:02:17,True,39,132,507,33,134,530,24,122,492,32,122,464,10,34,False
micro_2identical,micro_2identical_Kelsey Lu - Shades of Blue (Official Video) - YouTube.webm__10011,48,47,00:00:02:00,00:00:01:23,True,27,112,421,23,98,380,34,130,504,16,78,318,12,36,False
micro_2identical,micro_2identical_Kelsey Lu - Shades of Blue (Official Video) - YouTube.webm__10011,137,136,00:00:05:17,00:00:05:16,True,23,86,406,8,56,191,26,128,502,12,40,168,7,36,False
micro_2identical,micro_2identical_Kelsey Lu - Shades of Blue (Official Video) - YouTube.webm__10011,139,138,00:00:05:19,00:00:05:18,True,24,86,413,7,53,189,26,136,524,12,42,162,7,37,False
micro_2identical,micro_2identical_Kelsey Lu - Shades of Blue (Official Video) - YouTube.webm__9011,90,89,00:00:03:18,00:00:03:17,True,17,87,335,13,47,200,36,124,522,16,64,296,7,30,False
micro_2identical,micro_2identical_Kelsey Lu - Shades of Blue (Official Video) - YouTube.webm__9011,92,91,00:00:03:20,00:00:03:19,True,17,90,337,13,47,196,36,128,516,16,64,296,7,26,False
micro_2identical,micro_2identical_Kelsey Lu - Shades of Blue (Official Video) - YouTube.webm__9011,93,92,00:00:03:21,00:00:03:20,True,23,117,475,23,95,433,34,130,504,20,78,373,10,33,False
micro_2identical,micro_2identical_Kelsey Lu - Shades of Blue (Official Video) - YouTube.webm__9011,127,126,00:00:05:07,00:00:05:06,True,28,102,381,14,77,309,30,134,520,16,64,295,7,29,False
micro_2identical,micro_2identical_Kelsey Lu - Shades of Blue (Official Video) - YouTube.webm__9011,129,128,00:00:05:09,00:00:05:08,True,28,103,390,14,77,312,30,134,514,16,66,299,7,32,False
micro_2identical,micro_2identical_Sevana - Bit Too Shy - YouTube.webm__4511,38,37,00:00:01:14,00:00:01:13,True,25,108,435,19,93,357,16,102,490,18,76,338,8,30,False
micro_2identical,micro_2identical_Sevana - Bit Too Shy - YouTube.webm__4511,67,66,00:00:02:19,00:00:02:18,True,26,85,395,23,99,401,32,118,500,20,82,372,10,29,False
micro_2identical,micro_2identical_Sevana - Bit Too Shy - YouTube.webm__4511,84,83,00:00:03:12,00:00:03:11,True,31,91,349,21,81,320,36,128,532,24,98,398,4,19,False
micro_2identical,micro_2identical_Sevana - Bit Too Shy - YouTube.webm__4511,116,115,00:00:04:20,00:00:04:19,True,27,115,412,26,115,465,36,128,534,24,90,385,8,27,False
micro_2identical,micro_2identical_Sevana - Bit Too Shy - YouTube.webm__4511,118,117,00:00:04:22,00:00:04:21,True,30,114,406,24,111,469,34,130,488,24,84,379,8,30,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__1011,33,32,00:00:01:09,00:00:01:08,True,23,100,353,12,51,191,30,114,506,14,54,194,3,16,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__1011,95,94,00:00:03:23,00:00:03:22,True,31,96,360,13,66,226,30,118,484,20,64,254,2,14,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__1011,150,149,00:00:06:06,00:00:06:05,True,29,108,365,11,66,222,28,112,458,18,64,264,10,49,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__1011,180,179,00:00:07:12,00:00:07:11,True,30,105,387,19,73,245,32,128,506,24,76,248,2,23,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__10,27,26,00:00:01:03,00:00:01:02,True,23,108,357,38,147,550,32,128,530,25,100,404,6,26,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__10,56,55,00:00:02:08,00:00:02:07,True,20,81,332,20,67,270,32,128,530,20,70,274,3,21,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__10,58,57,00:00:02:10,00:00:02:09,True,20,80,331,20,67,272,32,126,530,20,70,274,3,21,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__15011,22,21,00:00:00:22,00:00:00:21,True,32,111,387,22,77,288,32,132,494,24,90,330,2,27,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__15011,24,23,00:00:01:00,00:00:00:23,True,32,112,390,22,74,292,36,128,504,24,86,324,2,29,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__15011,50,49,00:00:02:02,00:00:02:01,True,20,91,397,19,85,328,28,118,516,24,86,334,5,31,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__15011,52,51,00:00:02:04,00:00:02:03,True,18,95,391,20,84,334,32,124,504,24,88,340,5,28,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__3011,41,40,00:00:01:17,00:00:01:16,True,27,78,378,15,71,317,32,132,488,16,64,268,11,40,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__3011,43,42,00:00:01:19,00:00:01:18,True,26,78,369,15,72,313,32,132,482,16,64,268,11,40,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__3011,53,52,00:00:02:05,00:00:02:04,True,23,105,385,24,96,372,24,126,482,20,86,326,2,18,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__3011,55,54,00:00:02:07,00:00:02:06,True,21,103,383,24,95,371,26,126,484,20,86,322,2,18,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__3011,113,112,00:00:04:17,00:00:04:16,True,24,105,434,20,100,366,28,126,542,14,80,304,2,12,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__9011,77,76,00:00:03:05,00:00:03:04,True,26,100,375,16,100,340,40,142,512,22,98,330,7,30,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__9011,86,85,00:00:03:14,00:00:03:13,True,28,101,395,18,83,288,26,122,508,20,72,270,6,26,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__9011,88,87,00:00:03:16,00:00:03:15,True,28,100,395,20,85,284,28,120,508,20,72,270,6,32,False
micro_2identical,micro_2identical_The Neighbors' Window - Oscar Winning Short Film - YouTube.mp4__9011,112,111,00:00:04:16,00:00:04:15,True,26,100,390,18,66,207,32,128,516,18,70,222,7,30,False
micro_2identical,micro_2identical_The North Face.webm__10511,62,61,00:00:02:14,00:00:02:13,True,27,136,525,25,99,397,36,130,498,28,100,383,2,10,False
micro_2identical,micro_2identical_The North Face.webm__10511,64,63,00:00:02:16,00:00:02:15,True,26,133,529,22,86,334,32,136,488,26,90,352,4,11,False
micro_2identical,micro_2identical_The North Face.webm__10511,76,75,00:00:03:04,00:00:03:03,True,27,107,484,34,142,545,32,118,494,34,138,533,3,13,False
micro_2identical,micro_2identical_The North Face.webm__10511,109,108,00:00:04:13,00:00:04:12,True,29,123,500,26,103,423,30,128,522,24,102,402,9,17,False
micro_2identical,micro_2identical_The North Face.webm__10511,111,110,00:00:04:15,00:00:04:14,True,30,120,499,26,103,412,30,134,538,24,96,408,9,17,False
micro_2identical,micro_2identical_The North Face.webm__10,33,32,00:00:01:09,00:00:01:08,True,34,136,509,27,116,476,30,124,530,19,79,329,8,37,False
micro_2identical,micro_2identical_The North Face.webm__10,35,34,00:00:01:11,00:00:01:10,True,35,139,512,27,116,475,28,126,532,18,68,289,8,37,False
micro_2identical,micro_2identical_The North Face.webm__10,97,96,00:00:04:01,00:00:04:00,True,30,124,498,31,115,460,30,130,522,30,124,512,9,33,False
